VehicleId,VehicleDescription,Make,Model,ModelYear,ComplaintsCount,RecallsCount,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,InvestigationCount,VehiclePicture
20714,2025 Lucid Air 4 DR AWD,LUCID,AIR,2025,8.0,1.0,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v14490P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14490C020.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14491P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14491C014.wmv,5,5,5,5,Not Rated,0.052,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14492P158.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14492C014.wmv,Standard,Standard,Standard,0.0,https://static.nhtsa.gov/images/vehicles/52536_st0640_046.png
20713,2025 Lucid Air 4 DR RWD,LUCID,AIR,2025,8.0,1.0,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v14490P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14490C020.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14491P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14491C014.wmv,5,5,5,5,Not Rated,0.052,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14492P158.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14492C014.wmv,Standard,Standard,Standard,0.0,
20107,2025 Mazda CX-30 SUV AWD,MAZDA,CX-30,2025,2.0,1.0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10986P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10986C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14436P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14436C013.wmv,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14437P075.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14437C013.wmv,Standard,Standard,Standard,0.0,
20108,2025 Mazda CX-5 SUV AWD,MAZDA,CX-5,2025,3.0,0.0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10075P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10075C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10358P105.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v10358C013.wmv,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10073P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10073C014.wmv,Standard,Standard,Standard,0.0,https://static.nhtsa.gov/images/vehicles/55191_cc0640_032_47C.png
20110,2025 Mazda CX-50 SUV AWD,MAZDA,CX-50,2025,10.0,2.0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14366P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14366C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15063P105.jpg,,5,5,5,4,Not Rated,0.0,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v15049P074.jpg,,Standard,Standard,Standard,0.0,https://static.nhtsa.gov/images/vehicles/55192_cc0640_032_46G.png
20111,2025 Mazda CX-50 HYBRID SUV AWD,MAZDA,CX-50 HYBRID,2025,0.0,0.0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14366P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14366C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15063P105.jpg,,5,5,5,4,Not Rated,0.0,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v15049P074.jpg,,Standard,Standard,Standard,0.0,
20114,2025 Mazda CX-70 PHEV SUV AWD,MAZDA,CX-70 PHEV,2025,0.0,0.0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14474P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14474C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15344P001.jpg,,5,5,5,4,Not Rated,0.127,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14473P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14473C014.wmv,Standard,Standard,Standard,0.0,
20113,2025 Mazda CX-90 SUV AWD,MAZDA,CX-90,2025,3.0,2.0,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14990P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14990C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15036P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15036C014.wmv,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15035P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15035C014.wmv,Standard,Standard,Standard,0.0,https://static.nhtsa.gov/images/vehicles/55179_cc0640_032_47S.png
20115,2025 Mazda CX-70 SUV AWD,MAZDA,CX-70,2025,20.0,4.0,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14990P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14990C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15343P001.jpg,,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15035P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15035C014.wmv,Standard,Standard,Standard,0.0,
20106,2025 Mazda MAZDA3 HATCHBACK 5 HB AWD,MAZDA,MAZDA3 HATCHBACK,2025,4.0,1.0,5,5,5,5,,,5,5,5,,,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,,,Standard,Standard,Standard,0.0,https://static.nhtsa.gov/images/vehicles/55019_cc0640_032_46G.png
20112,2025 Mazda CX-90 PHEV SUV AWD,MAZDA,CX-90 PHEV,2025,0.0,0.0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14474P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14474C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14480P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14480C014.wmv,5,5,5,4,Not Rated,0.127,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14473P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14473C014.wmv,Standard,Standard,Standard,0.0,
20103,2025 Mazda MAZDA3 SEDAN 4 DR FWD,MAZDA,MAZDA3 SEDAN,2025,4.0,1.0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10970P086.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10970C019.mp4,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14451P054.jpg,,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14450P075.jpg,,Standard,Standard,Standard,0.0,
20104,2025 Mazda MAZDA3 SEDAN 4 DR AWD,MAZDA,MAZDA3 SEDAN,2025,4.0,1.0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10970P086.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10970C019.mp4,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14451P054.jpg,,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14450P075.jpg,,Standard,Standard,Standard,0.0,
20105,2025 Mazda MAZDA3 HATCHBACK 5 HB FWD,MAZDA,MAZDA3 HATCHBACK,2025,4.0,1.0,5,5,5,5,,,5,5,5,,,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,,,Standard,Standard,Standard,0.0,https://static.nhtsa.gov/images/vehicles/55019_cc0640_032_46G.png
20641,2025 Mercedes-Benz Mercedes-Benz eSprinter (SO) CV RWD,MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (SO),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,0.0,
20642,2025 Mercedes-Benz Mercedes-Benz eSprinter (HO) CV RWD,MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (HO),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,0.0,
20635,2025 Mercedes-Benz Sprinter 2500 Cargo Van (LWB) CV AWD,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,0.0,
20634,2025 Mercedes-Benz Sprinter 2500 Cargo Van (LWB) CV RWD,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,0.0,
20633,2025 Mercedes-Benz Sprinter 2500 Cargo Van (SWB) CV AWD,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,0.0,
20632,2025 Mercedes-Benz Sprinter 2500 Cargo Van (SWB) CV RWD,MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,0.0,
20640,2025 Mercedes-Benz Sprinter 2500 Crew Van (LWB) PV AWD,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,0.0,
20639,2025 Mercedes-Benz Sprinter 2500 Crew Van (LWB) PV RWD,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,0.0,
20638,2025 Mercedes-Benz Sprinter 2500 Crew Van (SWB) PV AWD,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,0.0,
20637,2025 Mercedes-Benz Sprinter 2500 Crew Van (SWB) PV RWD,MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,0.0,
20629,2025 Mercedes-Benz Sprinter 2500 Passenger Van (12-passenger) PV RWD,MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (12-PASSENGER),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,1,Not Rated,0.99,0.0,No Tip,Not Rated,,,Standard,Standard,Optional,0.0,
20630,2025 Mercedes-Benz Sprinter 2500 Passenger Van (12-passenger) PV AWD,MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (12-PASSENGER),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,1,Not Rated,0.924,0.0,No Tip,Not Rated,,,Standard,Standard,Optional,0.0,
20631,2025 Mercedes-Benz Sprinter 2500 Passenger Van (15-passenger) PV RWD,MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (15-PASSENGER),2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,1,Not Rated,0.99,0.0,No Tip,Not Rated,,,Standard,Standard,Optional,0.0,
20636,2025 Mercedes-Benz Sprinter 3500 Cargo Van CV RWD,MERCEDES-BENZ,SPRINTER 3500 CARGO VAN,2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Optional,0.0,
20811,2025 MINI Convertible C FWD,MINI,CONVERTIBLE,2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0.0,
20810,2025 MINI Hardtop 4DR 5 HB FWD,MINI,HARDTOP 4DR,2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0.0,
20812,2025 MINI Countryman SE 5 HB AWD,MINI,COUNTRYMAN SE,2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0.0,
20195,2025 Mitsubishi Eclipse Cross SUV AWD,MITSUBISHI,ECLIPSE CROSS,2025,0.0,0.0,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11591P084.JPG,https://static.nhtsa.gov/crashTest/videos/2025/v11591C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10835P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10835C013.wmv,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10834P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10834C013.wmv,Standard,Standard & Optional,Optional,0.0,https://static.nhtsa.gov/images/vehicles/52246_st0640_046.png
20197,2025 Mitsubishi Outlander SUV AWD,MITSUBISHI,OUTLANDER,2025,3.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.179,0.0,No Tip,Not Rated,,,Standard,Standard,Standard,0.0,
20196,2025 Mitsubishi Outlander SUV FWD,MITSUBISHI,OUTLANDER,2025,3.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.198,0.0,No Tip,Not Rated,,,Standard,Standard,Standard,0.0,
20198,2025 Mitsubishi Outlander PHEV SUV AWD,MITSUBISHI,OUTLANDER PHEV,2025,1.0,1.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,0.0,
20194,2025 Mitsubishi Outlander Sport SUV AWD,MITSUBISHI,OUTLANDER SPORT,2025,0.0,0.0,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v07734P081.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v07734C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v08784P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v08784C001.wmv,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v08785P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v08785C001.wmv,Standard,Standard,Standard,0.0,https://static.nhtsa.gov/images/vehicles/52957_st0640_046.png
20744,2025 Nissan Altima 4 DR AWD,NISSAN,ALTIMA,2025,4.0,0.0,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v10770P080.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10770C017.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2025/v14060P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14060C013.wmv,5,5,5,5,Not Rated,0.092,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14061P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14061C013.wmv,Standard,Standard,Standard,0.0,https://static.nhtsa.gov/images/vehicles/52562_st0640_046.png
20743,2025 Nissan Altima 4 DR FWD,NISSAN,ALTIMA,2025,4.0,0.0,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v10770P080.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10770C017.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2025/v14060P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14060C013.wmv,5,5,5,5,Not Rated,0.092,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14061P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14061C013.wmv,Standard,Standard,Standard,0.0,https://static.nhtsa.gov/images/vehicles/52562_st0640_046.png
20765,2025 Nissan ARIYA SUV AWD,NISSAN,ARIYA,2025,4.0,0.0,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14495P002.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14384P143.jpg,,5,5,5,5,Not Rated,0.099,0.0,No Tip,4,https://static.nhtsa.gov/crashTest/images/2025/v14380P108.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14380C013.wmv,Standard,Standard & Optional,Standard & Optional,0.0,
20764,2025 Nissan ARIYA SUV FWD,NISSAN,ARIYA,2025,4.0,0.0,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14385P105.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14384P143.jpg,,5,5,5,4,Not Rated,0.107,0.0,No Tip,4,https://static.nhtsa.gov/crashTest/images/2025/v14380P108.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14380C013.wmv,Standard,Standard & Optional,Standard & Optional,0.0,
20767,2025 Nissan Armada SUV AWD,NISSAN,ARMADA,2025,4.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard & Optional,Standard & Optional,0.0,
20750,2025 Nissan Frontier Crew Cab PU/CC 4WD,NISSAN,FRONTIER CREW CAB,2025,0.0,0.0,4,3,3,4,https://static.nhtsa.gov/crashTest/images/2025/v15324P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14072P103.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14072C013.wmv,5,5,5,3,Not Rated,0.204,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14073P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14073C012.wmv,Standard,Standard,Standard,0.0,
20766,2025 Nissan Armada SUV RWD,NISSAN,ARMADA,2025,4.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard & Optional,Standard & Optional,0.0,
20749,2025 Nissan Frontier Crew Cab PU/CC RWD,NISSAN,FRONTIER CREW CAB,2025,0.0,0.0,4,3,3,4,https://static.nhtsa.gov/crashTest/images/2025/v15324P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14072P103.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14072C013.wmv,5,5,5,3,Not Rated,0.204,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14073P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14073C012.wmv,Standard,Standard,Standard,0.0,
20748,2025 Nissan Frontier King Cab PU/EC 4WD,NISSAN,FRONTIER KING CAB,2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.204,0.0, ,Not Rated,,,Standard,Standard,Standard,0.0,
20747,2025 Nissan Frontier King Cab PU/EC RWD,NISSAN,FRONTIER KING CAB,2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.204,0.0, ,Not Rated,,,Standard,Standard,Standard,0.0,
20759,2025 Nissan Kicks SUV FWD,NISSAN,KICKS,2025,12.0,3.0,4,3,3,3,https://static.nhtsa.gov/crashTest/images/2025/v15310P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15310C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15308P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15308C002.wmv,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15309P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15309C013.wmv,Standard,Standard,Standard,0.0,
20760,2025 Nissan Kicks SUV AWD,NISSAN,KICKS,2025,12.0,3.0,4,3,3,3,https://static.nhtsa.gov/crashTest/images/2025/v15310P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15310C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15308P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15308C002.wmv,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15309P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15309C013.wmv,Standard,Standard,Standard,0.0,
20802,2025 Nissan Kicks Play SUV FWD,NISSAN,KICKS PLAY,2025,0.0,0.0,4,4,4,3,https://static.nhtsa.gov/crashTest/images/2025/v11264P088.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14393P105.jpg,,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10996P072.jpg,,Standard,Standard,Standard,0.0,
20753,2025 Nissan LEAF (40 KWh Battery) 5 HB FWD,NISSAN,LEAF (40 KWH BATTERY),2025,0.0,0.0,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11146P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11146C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11147P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11147C013.wmv,5,5,5,4,Not Rated,0.107,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11148P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11148C013.wmv,Standard,Standard,Standard,0.0,
20754,2025 Nissan LEAF PLUS (60 KWh Battery) 5 HB FWD,NISSAN,LEAF PLUS (60 KWH BATTERY),2025,0.0,0.0,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11146P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11146C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11074P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11074C012.wmv,5,5,5,4,Not Rated,0.107,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11072P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11072C013.wmv,Standard,Standard,Standard,0.0,
20755,2025 Nissan Murano SUV FWD,NISSAN,MURANO,2025,4.0,1.0,5,4,5,3,https://static.nhtsa.gov/crashTest/images/2025/v15406P001.JPG,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15409P105.jpg,,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,,,Standard,Standard,Standard,0.0,
20756,2025 Nissan Murano SUV AWD,NISSAN,MURANO,2025,4.0,1.0,5,4,5,3,https://static.nhtsa.gov/crashTest/images/2025/v15406P001.JPG,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15409P105.jpg,,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,,,Standard,Standard,Standard,0.0,
20294,2025 Polestar Polestar 2 5 HB AWD,POLESTAR,POLESTAR 2,2025,1.0,1.0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14214P122.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14216P143.jpg,,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14215P112.jpg,,Standard,Standard,Standard,1.0,
20293,2025 Polestar Polestar 2 5 HB RWD,POLESTAR,POLESTAR 2,2025,1.0,1.0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14214P122.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14216P143.jpg,,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14215P112.jpg,,Standard,Standard,Standard,1.0,
20645,2025 Porsche 982 718 Boxster GTS 4.0 C RWD,PORSCHE,982 718 BOXSTER GTS 4.0,2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,0.0,
20643,2025 Porsche 982 718 Boxster C RWD,PORSCHE,982 718 BOXSTER,2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,0.0,
20295,2025 Polestar Polestar 3 SUV AWD,POLESTAR,POLESTAR 3,2025,50.0,5.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard & Optional,Standard,0.0,
20644,2025 Porsche 982 718 Boxster S C RWD,PORSCHE,982 718 BOXSTER S,2025,0.0,0.0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Not Available,Not Available,0.0,
