VehicleId,VehicleDescription,Make,Model,ModelYear,ComplaintsCount,RecallsCount,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,InvestigationCount
20951,2026 RAM PROMASTER (PASSENGER DOUBLE SEAT) CV N/A FWD,RAM,PROMASTER (PASSENGER DOUBLE SEAT),2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20950,2026 RAM PROMASTER (PASSENGER SINGLE SEAT) CV N/A FWD,RAM,PROMASTER (PASSENGER SINGLE SEAT),2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20942,2026 RAM RAM 1500 CREW CAB PU/CC N/A 4WD,RAM,RAM 1500 CREW CAB,2026,0,0,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2026/v15311P084.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v10735P105.JPG,https://static.nhtsa.gov/crashTest/videos/2026/v10735C013.wmv,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v10734P073.JPG,https://static.nhtsa.gov/crashTest/videos/2026/v10734C013.wmv,Standard,No,No,0
20941,2026 RAM RAM 1500 CREW CAB PU/CC N/A RWD,RAM,RAM 1500 CREW CAB,2026,0,0,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2026/v15311P084.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v10735P105.JPG,https://static.nhtsa.gov/crashTest/videos/2026/v10735C013.wmv,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v10734P073.JPG,https://static.nhtsa.gov/crashTest/videos/2026/v10734C013.wmv,Standard,No,No,0
20943,2026 RAM RAM 1500 CREW CAB RHO PU/CC N/A 4WD,RAM,RAM 1500 CREW CAB RHO,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20940,2026 RAM RAM 1500 QUAD CAB PU/EC N/A 4WD,RAM,RAM 1500 QUAD CAB,2026,0,0,Not Rated,4,4,4,,https://static.nhtsa.gov/crashTest/videos/2026/v15424C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v10722P105.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v10722C013.wmv,5,5,5,4,Not Rated,0.0,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2026/v10723P073.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v10723C013.wmv,Standard,No,No,0
20939,2026 RAM RAM 1500 QUAD CAB PU/EC N/A RWD,RAM,RAM 1500 QUAD CAB,2026,0,0,5,4,4,4,,https://static.nhtsa.gov/crashTest/videos/2026/v15424C002.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v10722P105.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v10722C013.wmv,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v10723P073.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v10723C013.wmv,Standard,No,No,0
20947,2026 RAM RAM 2500 CREW CAB PU/CC N/A 4WD,RAM,RAM 2500 CREW CAB,2026,0,0,4,4,4,5,https://static.nhtsa.gov/crashTest/images/2026/v11399P084.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v11399C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v11265P105.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v11265C011.wmv,5,5,5,3,Not Rated,0.292,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v11266P072.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v11266C013.wmv,Standard,No,No,0
20946,2026 RAM RAM 2500 CREW CAB PU/CC N/A RWD,RAM,RAM 2500 CREW CAB,2026,0,0,4,4,4,5,https://static.nhtsa.gov/crashTest/images/2026/v11399P084.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v11399C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v11265P105.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v11265C011.wmv,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v11266P072.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v11266C013.wmv,Standard,No,No,0
20948,2026 RAM RAM 2500 MEGA CAB PU/CC N/A 4WD,RAM,RAM 2500 MEGA CAB,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0.0,No Tip,Not Rated,,,Standard,No,No,0
20945,2026 RAM RAM 2500 REGULAR CAB PU/RC N/A 4WD,RAM,RAM 2500 REGULAR CAB,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.198,0.0,No Tip,Not Rated,,,Standard,No,No,0
20944,2026 RAM RAM 2500 REGULAR CAB PU/RC N/A RWD,RAM,RAM 2500 REGULAR CAB,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.198,0.0,No Tip,Not Rated,,,Standard,No,No,0
20839,2026 Toyota CROWN HYBRID 4 DR AWD,TOYOTA,CROWN HYBRID,2026,0,0,5,5,4,5,https://static.nhtsa.gov/crashTest/images/2026/v15024P123.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v15024C020.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v15022P144.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v15022C014.wmv,5,5,5,4,Not Rated,0.113,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v15023P113.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v15023C014.wmv,Standard,No,No,0
20870,2026 VOLVO EC40 SUV BEV AWD,VOLVO,EC40 BEV,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20868,2026 VOLVO EX30 SUV BEV AWD,VOLVO,EX30 BEV,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20869,2026 VOLVO EC40 SUV BEV RWD,VOLVO,EC40 BEV,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20872,2026 VOLVO EX40 SUV BEV AWD,VOLVO,EX40 BEV,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20867,2026 VOLVO EX30 SUV BEV RWD,VOLVO,EX30 BEV,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20871,2026 VOLVO EX40 SUV BEV RWD,VOLVO,EX40 BEV,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20883,2026 VOLVO EX90 SUV BEV AWD,VOLVO,EX90 BEV,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20882,2026 VOLVO EX90 SUV BEV RWD,VOLVO,EX90 BEV,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20878,2026 VOLVO S90 4 DR MHEV AWD,VOLVO,S90 MHEV,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20875,2026 VOLVO V60 CC SW MHEV AWD,VOLVO,V60 CC MHEV,2026,0,0,5,4,5,4,,,5,5,5,,,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,,,Standard,No,No,0
20879,2026 VOLVO V90 CC SW MHEV AWD,VOLVO,V90 CC MHEV,2026,0,0,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,0
20874,2026 VOLVO XC40 SUV MHEV AWD,VOLVO,XC40 MHEV,2026,0,0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v10917P084.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v10917C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v10915P104.JPG,https://static.nhtsa.gov/crashTest/videos/2026/v10915C013.wmv,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v10916P072.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v10916C013.wmv,Standard,No,No,0
20873,2026 VOLVO XC40 SUV MHEV FWD,VOLVO,XC40 MHEV,2026,0,0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v10917P084.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v10917C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v10915P104.JPG,https://static.nhtsa.gov/crashTest/videos/2026/v10915C013.wmv,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v10916P072.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v10916C013.wmv,Standard,No,No,0
20876,2026 VOLVO XC60 SUV MHEV AWD,VOLVO,XC60 MHEV,2026,0,0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v10977P084.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v10977C019.mp4,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2026/v10978P105.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v10978C013.mp4,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v10980P072.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v10980C014.mp4,Standard,No,No,0
20877,2026 VOLVO XC60 T8 SUV PHEV AWD,VOLVO,XC60 T8 PHEV,2026,0,0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v15060P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v15061P001.jpg,,5,5,5,4,Not Rated,0.13,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v15062P001.jpg,,Standard,No,No,0
20880,2026 VOLVO XC90 SUV MHEV AWD,VOLVO,XC90 MHEV,2026,0,0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v09557P081.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v09557C018.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v09560P104.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v09560C014.wmv,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v09559P072.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v09559C014.wmv,Standard,No,No,0
20881,2026 VOLVO XC90 T8 SUV PHEV AWD,VOLVO,XC90 T8 PHEV,2026,0,0,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v09696P081.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v09696C018.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2026/v09697P104.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v09697C014.wmv,5,5,5,4,Not Rated,0.159,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2026/v09698P072.jpg,https://static.nhtsa.gov/crashTest/videos/2026/v09698C014.wmv,Standard,No,No,0
